Population_group,Population_Categorisation,population,TDS_FC_Code,TDS_FC_label,NumRespondents,PercentConsumers,Mean_grams_per_kilogrambodyweight_per_day,Mean_flag,Mean_SE,Mean_LCL,Mean_UCL,Mean_CV,P50,P50_flag,P50_SE,P50_LCL,P50_UCL,P50_CV,P90,P90_flag,P90_SE,P90_LCL,P90_UCL,P90_CV,P95,P95_flag,P95_SE,P95_LCL,P95_UCL,P95_CV
Consumers only,Age Groups_(M+F),19-30 yr,GG10,cucumbers,1849,15.3,0.68,,0.1,0.49,0.87,14.71,,F,,0,,37.5,1.79,,0.19,1.42,2.16,10.61,2.19,,0.3,1.61,2.77,13.7
Consumers only,Age Groups_(M+F),19-30 yr,GG11,lettuce,1849,22.6,0.64,,0.07,0.5,0.78,10.94,0.41,,0.05,0.32,0.5,12.2,1.26,E,0.21,0.85,1.67,16.67,1.75,E,0.36,1.05,2.46,20.57
Consumers only,Age Groups_(M+F),19-30 yr,GG12,mushrooms,1849,7.4,0.31,,0.05,0.22,0.41,16.13,0.18,E,0.05,0.07,0.28,27.78,0.76,E,0.14,0.48,1.04,18.42,0.93,E,0.25,0.45,1.42,26.88
Consumers only,Age Groups_(M+F),19-30 yr,GG13,onions,1849,37.2,0.38,,0.04,0.3,0.45,10.53,0.19,,0.03,0.14,0.24,15.79,0.91,,0.15,0.61,1.21,16.48,1.55,,0.24,1.07,2.02,15.48
Consumers only,Age Groups_(M+F),19-30 yr,GG14,peas,1849,6.5,0.43,E,0.1,0.24,0.62,23.26,,F,,0,,86.67,0.99,E,0.22,0.55,1.42,22.22,,F,,0,,43.09
Consumers only,Age Groups_(M+F),19-30 yr,GG15,peppers,1849,21.5,0.45,,0.05,0.36,0.55,11.11,0.23,E,0.04,0.14,0.32,17.39,1.24,,0.13,0.99,1.5,10.48,1.34,,0.21,0.93,1.75,15.67
Consumers only,Age Groups_(M+F),19-30 yr,GG16,potatoes_boiled,1849,15.7,1.55,,0.2,1.16,1.93,12.9,1.26,,0.18,0.9,1.61,14.29,3.56,,0.58,2.43,4.7,16.29,4.75,,0.48,3.82,5.68,10.11
Consumers only,Age Groups_(M+F),19-30 yr,GG17,potatoes_chips,1849,12.1,0.55,,0.06,0.43,0.68,10.91,0.42,,0.05,0.32,0.52,11.9,0.94,E,0.31,0.34,1.55,32.98,1.44,E,0.36,0.74,2.14,25
Consumers only,Age Groups_(M+F),19-30 yr,GG18,rutabaga,1849,0.6,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Age Groups_(M+F),19-30 yr,GG19,vegetable juice_canned,1849,2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Age Groups_(M+F),19-30 yr,GG20,tomatoes,1849,18.5,0.88,,0.09,0.71,1.06,10.23,0.64,,0.1,0.44,0.83,15.63,1.88,,0.22,1.44,2.32,11.7,2.54,,0.29,1.96,3.12,11.42
Consumers only,Age Groups_(M+F),19-30 yr,GG21,tomatoes and tomato sauce_canned,1849,15.5,1.92,,0.16,1.6,2.24,8.33,1.78,,0.18,1.43,2.13,10.11,3.82,,0.49,2.87,4.78,12.83,5.1,,0.53,4.05,6.14,10.39
Consumers only,Age Groups_(M+F),19-30 yr,GG22,spinach,1849,7.1,0.62,,0.1,0.43,0.82,16.13,0.39,E,0.07,0.25,0.53,17.95,1.3,E,0.41,0.49,2.11,31.54,1.94,E,0.5,0.95,2.92,25.77
Consumers only,Age Groups_(M+F),19-30 yr,GG23,asparagus,1849,1.2,1.45,E,0.27,0.92,1.98,18.62,1.11,E,0.3,0.52,1.69,27.03,2.68,,0.39,1.92,3.44,14.55,3.57,,0.41,2.76,4.38,11.48
Consumers only,Age Groups_(M+F),19-30 yr,GG24,brussel sprouts,1849,0.8,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Age Groups_(M+F),19-30 yr,GG26,potatoes_baked,1849,3.3,2.01,,0.17,1.68,2.34,8.46,1.91,,0.23,1.46,2.37,12.04,3.07,,0.41,2.26,3.88,13.36,,F,,0,,49.87
Consumers only,Age Groups_(M+F),19-30 yr,GG27,corn chips,1849,4.9,0.77,E,0.15,0.46,1.07,19.48,,F,,0,,36.84,2.14,E,0.38,1.4,2.88,17.76,2.46,,0.37,1.74,3.18,15.04
Consumers only,Age Groups_(M+F),19-30 yr,HH01,apple juice_canned,1849,5.9,5.88,E,1.2,3.53,8.23,20.41,,F,,0,,46.89,,F,,0,,35,12.09,E,3.68,4.85,19.32,30.44
Consumers only,Age Groups_(M+F),19-30 yr,HH02,applesauce_canned,1849,1.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Age Groups_(M+F),19-30 yr,HH03,apples,1849,13.8,2.75,,0.18,2.39,3.11,6.55,2.66,,0.12,2.42,2.9,4.51,4.29,,0.53,3.24,5.34,12.35,4.98,,0.76,3.48,6.47,15.26
Consumers only,Age Groups_(M+F),19-30 yr,HH04,bananas,1849,20.4,1.71,,0.1,1.51,1.92,5.85,1.68,,0.09,1.51,1.85,5.36,2.64,,0.19,2.27,3.02,7.2,3.02,,0.18,2.65,3.38,5.96
Consumers only,Age Groups_(M+F),19-30 yr,HH05,blueberries,1849,3.5,,F,,0,,35.38,,F,,0,,50,,F,,0,,44.6,2.43,E,0.71,1.03,3.82,29.22
Consumers only,Age Groups_(M+F),19-30 yr,HH06,cherries,1849,1.2,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Age Groups_(M+F),19-30 yr,HH07,citrus fruit_raw,1849,13.6,1.38,,0.11,1.16,1.59,7.97,1.15,,0.13,0.9,1.4,11.3,2.9,,0.2,2.5,3.3,6.9,3.41,E,0.66,2.12,4.7,19.35
Consumers only,Age Groups_(M+F),19-30 yr,HH08,citrus juice_frozen,1849,1.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Age Groups_(M+F),19-30 yr,HH09,citrus juice_canned,1849,14.6,3.83,,0.31,3.22,4.44,8.09,3.31,,0.26,2.81,3.82,7.85,6.77,,0.84,5.13,8.42,12.41,7.59,E,2.1,3.47,11.71,27.67
Consumers only,Age Groups_(M+F),19-30 yr,HH10,grape juice_bottled,1849,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Age Groups_(M+F),19-30 yr,HH11,grapes,1849,6.9,1.39,,0.12,1.16,1.62,8.63,1.2,,0.19,0.83,1.56,15.83,2.44,,0.23,1.99,2.88,9.43,2.59,,0.36,1.88,3.3,13.9
Consumers only,Age Groups_(M+F),19-30 yr,HH12,melons,1849,4.2,5.21,E,1.18,2.89,7.54,22.65,,F,,0,,58.17,12.28,E,2.31,7.74,16.81,18.81,12.64,E,2.26,8.2,17.08,17.88
Consumers only,Age Groups_(M+F),19-30 yr,HH13,peaches,1849,1.5,2.03,,0.24,1.55,2.5,11.82,2.21,E,0.48,1.25,3.16,21.72,2.78,E,0.61,1.58,3.98,21.94,3.1,E,0.56,2,4.21,18.06
Consumers only,Age Groups_(M+F),19-30 yr,HH14,pears,1849,3.9,2.27,,0.19,1.9,2.64,8.37,2.6,,0.3,2.01,3.18,11.54,3.06,,0.41,2.25,3.86,13.4,3.13,,0.3,2.54,3.72,9.58
Consumers only,Age Groups_(M+F),19-30 yr,HH15,pineapple,1849,3.9,1.04,,0.1,0.84,1.24,9.62,1.06,,0.14,0.79,1.32,13.21,,F,,0,,62.69,,F,,0,,49.37
Consumers only,Age Groups_(M+F),19-30 yr,HH16,plums and prunes,1849,0.4,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Age Groups_(M+F),19-30 yr,HH17,raisins,1849,2.2,,F,,0,,39.13,,F,,0,,76,,F,,0,,49.38,,F,,0,,55.42
Consumers only,Age Groups_(M+F),19-30 yr,HH18,raspberries,1849,2.7,0.45,E,0.09,0.27,0.63,20,0.35,E,0.08,0.19,0.5,22.86,,F,,0,,39.13,1.39,E,0.42,0.56,2.23,30.22
Consumers only,Age Groups_(M+F),19-30 yr,HH19,strawberries,1849,9,0.84,,0.09,0.66,1.03,10.71,0.67,,0.09,0.49,0.85,13.43,1.81,,0.19,1.45,2.18,10.5,1.9,,0.17,1.56,2.24,8.95
Consumers only,Age Groups_(M+F),19-30 yr,HH20,kiwi fruit,1849,1.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Age Groups_(M+F),19-30 yr,HH21,apricot,1849,0,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Age Groups_(M+F),19-30 yr,HH22,fruit drinks (cocktails),1849,8.7,6.07,E,1.02,4.08,8.07,16.8,5.09,,0.43,4.24,5.94,8.45,,F,,0,,37.71,19.19,E,5.6,8.19,30.18,29.18
Consumers only,Age Groups_(M+F),19-30 yr,II01,cooking fats & salad oils,1849,30.3,0.15,,0.02,0.12,0.18,13.33,0.08,,0.01,0.06,0.1,12.5,0.35,E,0.06,0.22,0.48,17.14,0.55,,0.06,0.43,0.67,10.91
Consumers only,Age Groups_(M+F),19-30 yr,II02,margarine,1849,23.6,0.13,,0.01,0.11,0.15,7.69,0.09,,0.01,0.07,0.11,11.11,0.31,,0.04,0.23,0.39,12.9,0.35,,0.03,0.29,0.42,8.57
Consumers only,Age Groups_(M+F),19-30 yr,II04,mayonnaise,1849,5.3,,F,,0,,41.46,0.2,,0.03,0.14,0.26,15,,F,,0,,77.63,,F,,0,,41.67
Consumers only,Age Groups_(M+F),19-30 yr,II07,salad dressing,1849,20.6,0.4,,0.04,0.33,0.47,10,0.28,,0.03,0.22,0.35,10.71,0.75,,0.09,0.58,0.92,12,0.96,E,0.3,0.37,1.55,31.25
Consumers only,Age Groups_(M+F),19-30 yr,JJ01,chocolate bars,1849,9.6,0.39,,0.04,0.32,0.46,10.26,0.25,,0.04,0.17,0.34,16,0.83,,0.07,0.68,0.97,8.43,0.95,,0.11,0.73,1.17,11.58
Consumers only,Age Groups_(M+F),19-30 yr,JJ03,gelatin dessert,1849,0.1,,F,,,,,,F,,,,,,F,,,,,,F,,,,
Consumers only,Age Groups_(M+F),19-30 yr,JJ04,honey_bottled,1849,5.4,0.21,E,0.06,0.09,0.34,28.57,,F,,0,,66.67,0.62,E,0.14,0.34,0.9,22.58,0.76,E,0.14,0.48,1.03,18.42
